c1,c2,c3,live
0.554728073,0.42116362,0.012472466,1
0.525353612,0.449722344,0.013115329,1
0.463756579,0.509784913,0.014322449,1
0.415111914,0.557941161,0.01468398,0
0.373481518,0.599728179,0.014512493,1
0.364596054,0.608474479,0.01460566,1
0.706862981,0.274614802,0.008188117,1
0.525585267,0.449233741,0.013315994,1
0.439903763,0.533502899,0.014420981,1
0.431540258,0.541624221,0.014607577,1
0.321057172,0.652317509,0.01426568,1
0.304953876,0.668733586,0.013974521,1
0.706862981,0.274614802,0.008188117,1
0.510441876,0.46400059,0.013613963,1
0.431540258,0.541624221,0.014607577,1
0.35566812,0.617275081,0.014687077,1
0.767354464,0.215915722,0.006813773,0
0.651435632,0.328030072,0.009714276,1
0.583447177,0.393364723,0.011751904,1
0.532930465,0.442215388,0.013058894,1
0.495095132,0.479006738,0.01388315,1
0.455968336,0.517621663,0.014282321,1
